Feature ID,Kingdom,Phylum,Class,Order,Family,Genus,species,Confidence
7218a3176309c45f035932fc868af727,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Rikenellaceae, Alistipes, Alistipes_sp.,0.768301787
dc748e22f629846e266a0f3819d6a0a5,Bacteria, Firmicutes, Bacilli, Lactobacillales, Carnobacteriaceae, Alkalibacterium, Alkalibacterium_sp.,0.795596261
929b574afc91c19e2f125689683b36e9,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, alpha_proteobacterium,0.795805962
42fa7f9066a3b15842bb6155558af6db,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, alpha_proteobacterium,0.759628093
4b654cb5174aaa9d81cff579e73716ea,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Hyphomonadaceae, UKL13-1, alpha_proteobacterium,0.92645506
2467416f6c52dd4d7ecf251d06b941a3,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Hyphomonadaceae, UKL13-1, alpha_proteobacterium,0.925349598
8d83780f8bc6725657cc63b4f3a60fd5,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Hyphomonadaceae, UKL13-1, alpha_proteobacterium,0.903421186
19a5853a44afbb5198498c1240dbc7f3,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Hyphomonadaceae, UKL13-1, alpha_proteobacterium,0.88764518
ef8f5b552548fb2bd98088b270f392a3,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Hyphomonadaceae, UKL13-1, alpha_proteobacterium,0.985660294
320c61b48b7466845bd42f514873486e,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Hyphomonadaceae, UKL13-1, alpha_proteobacterium,0.904470536
4a6ee5615fd4c2720813525e40a98ceb,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Hyphomonadaceae, UKL13-1, alpha_proteobacterium,0.895779734
6c318707f413580c3aa0af6732695265,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Hyphomonadaceae, UKL13-1, alpha_proteobacterium,0.903230252
2f1a49170d37b0d593ed271a9f896cfb,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Hyphomonadaceae, UKL13-1, alpha_proteobacterium,0.978559252
5569a9879c43471a0c9e14f79d9bcbc5,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Annulohypoxylon_stygium,0.977044917
4c77d82c36da9e8c5b0e0b6088b32dde,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Annulohypoxylon_stygium,0.933220082
2d2bbc4cfa8b494a23ea16706372d26c,Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, Antarctic_bacterium,0.710274153
09d1aa4f85b32a0c07502452f950121e,Bacteria, Verrucomicrobiota, Verrucomicrobiae, uncultured, uncultured, uncultured, Aphanizomenon_flos-aquae,0.769149124
63bc9d2e864e313490df7b881663f1f4,Bacteria, Verrucomicrobiota, Verrucomicrobiae, uncultured, uncultured, uncultured, Aphanizomenon_flos-aquae,0.781065438
a3296d3acd5c4533dea704f3ef251f37,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Apis_florea,0.957350053
20ecaf6550b196f2521224bee2139041,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cyclobacteriaceae, uncultured, Aquiflexum_sp.,0.92504872
9e5c080b9f0528fad43216b1d30874c0,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cyclobacteriaceae, uncultured, Aquiflexum_sp.,0.902887083
afd9a4eac39ff52fd1997e24a0fcbe41,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cyclobacteriaceae, uncultured, Aquiflexum_sp.,0.893844421
9ac485957140242c84d0f22fe7e467f4,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cyclobacteriaceae, uncultured, Aquiflexum_sp.,0.863765423
a0293616909cc27e6ea8bef6110765a7,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cyclobacteriaceae, uncultured, Aquiflexum_sp.,0.890599319
0fa7b3263926c5b6ff4398aa08d2f300,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cyclobacteriaceae, uncultured, Aquiflexum_sp.,0.770983274
4d13674f2de5504c65b062d4d4f364e7,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cyclobacteriaceae, uncultured, Aquiflexum_sp.,0.893845316
ac3257bc7811aabfa82b8852e7452da0,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cyclobacteriaceae, uncultured, Aquiflexum_sp.,0.893845353
898ae8b482a72be6b6ad5878b37f2d62,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cyclobacteriaceae, uncultured, Aquiflexum_sp.,0.924406766
ce3d9846adad732b5a630a01d6522e71,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cyclobacteriaceae, uncultured, Aquiflexum_sp.,0.88068869
159d6b9c6517aabe1ea785f5fc9e372c,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cyclobacteriaceae, uncultured, Aquiflexum_sp.,0.796532594
aace39f9fa88cb2a65051839068a4080,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Arachis_hypogaea,0.772812242
f17d959760b1fa8a8c0ac74b621bdbb4,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Arachis_hypogaea,0.830806154
2cd00ea627d63b6c55af5d1d65a6cd44,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Spirosomaceae, Arcicella, Arcicella_rigui,0.967954326
805d331f88bc7b2f2b82942ccd068aff,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Arenimonas, Arenimonas_subflava,0.712048724
cde830a4a5d8092369af05132ddbb3d6,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Asticcacaulis, Asticcacaulis_excentricus,0.747474051
011463a40431d0e0d57550e8c9e9a9c4,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Asticcacaulis, Asticcacaulis_excentricus,0.883561001
bc5c720636f9e0dbf63d9141c85b5453,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast, Auxenochlorella_protothecoides,0.999376007
5294accceae3a057060dc984afcf62c3,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast, Bacillaria_paxillifer,0.810823206
c62c9b5f5af5bafbb3ebbc8d5156d525,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast, Bacillaria_paxillifer,0.7822942
7fb31d5f730990cf24f8e1703280ce60,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus_murimartini,0.911121162
4ecff32c7cb9258114c6c2b8198ae35e,Bacteria, Bdellovibrionota, Bdellovibrionia, Bacteriovoracales, Bacteriovoracaceae, Peredibacter, Bacteriovorax_sp.,0.935558975
71eeec7a009bdcc179457707749fc3b0,Bacteria, Bdellovibrionota, Bdellovibrionia, Bacteriovoracales, Bacteriovoracaceae, Peredibacter, Bacteriovorax_sp.,0.94482504
44b549fbe58eefb124d10302416f536e,Bacteria, Bdellovibrionota, Bdellovibrionia, Bacteriovoracales, Bacteriovoracaceae, Peredibacter, Bacteriovorax_sp.,0.989618545
e3cd0041c741903b7e5be917dece814c,Bacteria, Bdellovibrionota, Bdellovibrionia, Bacteriovoracales, Bacteriovoracaceae, Peredibacter, Bacteriovorax_sp.,0.931785987
0b222a0d8346fc499294ed008c16b438,Bacteria, Bdellovibrionota, Bdellovibrionia, Bacteriovoracales, Bacteriovoracaceae, Peredibacter, Bacteriovorax_sp.,0.950833672
46f324332e167b8345c2418fb1eb7915,Bacteria, Bdellovibrionota, Bdellovibrionia, Bacteriovoracales, Bacteriovoracaceae, Peredibacter, Bacteriovorax_sp.,0.984364649
2ae9478b1626a3aa15a84c1c5183a9d7,Bacteria, Bdellovibrionota, Bdellovibrionia, Bacteriovoracales, Bacteriovoracaceae, Peredibacter, Bacteriovorax_sp.,0.956698557
82625b903d537757e3501ea4b6d29aef,Bacteria, Bdellovibrionota, Bdellovibrionia, Bacteriovoracales, Bacteriovoracaceae, Peredibacter, Bacteriovorax_sp.,0.925141392
259db9fed760aa7fee84acebca7381d1,Bacteria, Bdellovibrionota, Bdellovibrionia, Bacteriovoracales, Bacteriovoracaceae, Peredibacter, Bacteriovorax_sp.,0.988172152
ca6551b2bb564b53d63684e9f65904b5,Bacteria, Bdellovibrionota, Bdellovibrionia, Bacteriovoracales, Bacteriovoracaceae, Peredibacter, Bacteriovorax_sp.,0.764091504
e3ea19d91b89d76e22b7868762684cd3,Bacteria, Bdellovibrionota, Bdellovibrionia, Bacteriovoracales, Bacteriovoracaceae, Peredibacter, Bacteriovorax_sp.,0.989826952
cd290f24e2d7485deaba5713b7388e05,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, bacterium,0.892091515
b5bdff85176e4e3ce56f2497fc77ac22,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Raineyaceae, Raineya, bacterium_336/3,1
248043f86aabf142d7b8be20117be99a,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Raineyaceae, Raineya, bacterium_336/3,1
666a96bf502e276db33c4af0dad6bd50,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Raineyaceae, Raineya, bacterium_336/3,0.999999998
d786e3b6c9730ca07b829d8a2ebcb62c,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Raineyaceae, Raineya, bacterium_336/3,1
d6c2c4945d184f9fc1c8a89b8f71682a,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Raineyaceae, Raineya, bacterium_336/3,1
4af2a13573e970bd2d03f24cd3b3fbb2,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Occallatibacter, bacterium_enrichment,0.84175731
dc81e53781cc0a2973e702a79c6c7a7c,Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pirellula, bacterium_enrichment,0.999983512
f3fbf55cbce34a5c8d68fe48dc8888c4,Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pirellula, bacterium_enrichment,0.999671062
58e6d0727f2e61d239781d05a5d6c25d,Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pirellula, bacterium_enrichment,0.999897903
983c361ba17cb832ffc3c5b32ad6b274,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured, bacterium_enrichment,0.835542946
6b1344e0c548e17de5278ee1a371b71b,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured, bacterium_enrichment,0.9751611
cb7d222830b0bc563093414ee6c61968,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured, bacterium_enrichment,0.9799916
616da8ccdb6d20939976f728a62cb70c,Bacteria, Proteobacteria, Gammaproteobacteria, Steroidobacterales, Steroidobacteraceae, Steroidobacter, bacterium_MI-37,0.83792449
fffa52555f0d542613a26955a558d76d,Bacteria, Proteobacteria, Gammaproteobacteria, Steroidobacterales, Steroidobacteraceae, Steroidobacter, bacterium_MI-37,0.929274254
d0f7dd8c3de221d26028dee546514124,Bacteria, Proteobacteria, Gammaproteobacteria, Steroidobacterales, Steroidobacteraceae, Steroidobacter, bacterium_MI-37,0.91885979
1a3c826281dc58f34ce2e9c5e5b4ec4f,Bacteria, Proteobacteria, Gammaproteobacteria, Steroidobacterales, Steroidobacteraceae, Steroidobacter, bacterium_MI-37,0.926681849
d7fe959e0ffcccd1765fb7851c8c60c7,Bacteria, Desulfobacterota, Desulfovibrionia, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, bacterium_S4531,0.980019161
27578305a99b9c7bb898e002364a479c,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, SH3-11, bacterium_SH3-11,0.802081562
580e75c13f8cc6db7dc8869acfe4f099,Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Tolumonas, bacterium_YT0325,0.956071855
4e75e5966a5b498497a56164d4f98e1d,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides, Bacteroides_sp.,0.72082261
afe747a653e89c3bbe6ae0f08682ab0c,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides, Bacteroides_sp.,0.795924616
5180f8bfb881e0bb2e24e92affe18e31,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides, Bacteroides_sp.,0.908447018
8f3ab3e6d4eb1f55d97fa52c8f23dcdf,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides, Bacteroides_sp.,0.7466636
de2db5c0e439f95790b2e546fe5ca307,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, NS11-12_marine_group, NS11-12_marine_group, Bacteroidetes_bacterium,0.909858756
69e22cd838577feb4d6fcd2c68f5d270,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, NS11-12_marine_group, NS11-12_marine_group, Bacteroidetes_bacterium,0.920814737
5f4409e79da66d9bf0789302038f5154,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, NS11-12_marine_group, NS11-12_marine_group, Bacteroidetes_bacterium,0.725787793
48d545a372070e679a3ef95b7d0e0d07,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, NS11-12_marine_group, NS11-12_marine_group, Bacteroidetes_bacterium,0.868616535
1df28a60960a62e6b36224fc1376d6da,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, NS11-12_marine_group, NS11-12_marine_group, Bacteroidetes_bacterium,0.822390689
809ca323de7d951702af70c49939076b,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, NS11-12_marine_group, NS11-12_marine_group, Bacteroidetes_bacterium,0.898923495
a6b9c41aae6592248f93a70ad8abe843,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, NS11-12_marine_group, NS11-12_marine_group, Bacteroidetes_bacterium,0.894349585
38fef4ce85b82b68d2831d9a9840b1b2,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, NS11-12_marine_group, NS11-12_marine_group, Bacteroidetes_bacterium,0.848023766
acd3520c582ef3c8c658a4800e330529,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, NS11-12_marine_group, NS11-12_marine_group, Bacteroidetes_bacterium,0.976130786
f3570a8d9b2f3903c5b19e97d35c7e0b,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, NS11-12_marine_group, NS11-12_marine_group, Bacteroidetes_bacterium,0.995273006
debd7defdfe7e9f80ca988157c23c8df,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, NS11-12_marine_group, NS11-12_marine_group, Bacteroidetes_bacterium,0.98799443
7c37eb3a5abe1aabcbf543a0625abbad,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, NS11-12_marine_group, NS11-12_marine_group, Bacteroidetes_bacterium,0.993601012
491cd09b37e3fef89b3c360bd0d5e04d,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, NS11-12_marine_group, NS11-12_marine_group, Bacteroidetes_bacterium,0.979612442
5bd671c9ad637bbb535be3bdfc79f6cc,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, NS11-12_marine_group, NS11-12_marine_group, Bacteroidetes_bacterium,0.991613631
f566d6fd5b1336c674893f7da2bc3dd0,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, NS11-12_marine_group, NS11-12_marine_group, Bacteroidetes_bacterium,0.990288424
60d9075ede9e2cb6c149717ccf82c644,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, NS11-12_marine_group, NS11-12_marine_group, Bacteroidetes_bacterium,0.988395191
94cf82870ff85d1f540556312ed25617,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, NS11-12_marine_group, NS11-12_marine_group, Bacteroidetes_bacterium,0.94055219
ffb1b4e81a71dc5048dff2c32af54aa3,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, NS11-12_marine_group, NS11-12_marine_group, Bacteroidetes_bacterium,0.933895732
5df82e097758baa2632faa935690b90b,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, NS11-12_marine_group, NS11-12_marine_group, Bacteroidetes_bacterium,0.993857952
dc34f46bb5f94b3c70a30db530702418,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, NS11-12_marine_group, NS11-12_marine_group, Bacteroidetes_bacterium,0.949155054
2e052fbf17ecaa7a37859343f4390941,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, NS11-12_marine_group, NS11-12_marine_group, Bacteroidetes_bacterium,0.743185585
1e78eaa2f9a1b3e5cf3707fa25f030e9,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, NS11-12_marine_group, NS11-12_marine_group, Bacteroidetes_bacterium,0.954986924
76139a93840e2e52ee9c6f26d0c50ed2,Bacteria, Bdellovibrionota, Bdellovibrionia, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, Bdellovibrio_exovorus,0.962746284
514d6e97c65f0ff23563386b300f7707,Bacteria, Bdellovibrionota, Bdellovibrionia, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, Bdellovibrio_exovorus,0.999712882
bc4ff9cfc16f2dc3e91bd3943247a441,Bacteria, Bdellovibrionota, Bdellovibrionia, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, Bdellovibrio_exovorus,0.982111302
73476434acc27f9f55c3cbab7688c2fe,Bacteria, Bdellovibrionota, Bdellovibrionia, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, Bdellovibrio_sp.,0.754578234
bc9e3089cfac8d57b7d7d5e0cd50eda1,Bacteria, Bdellovibrionota, Bdellovibrionia, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, Bdellovibrio_sp.,0.983926425
2671569f78d3cfb51efaf03e8f3d63d7,Bacteria, Bdellovibrionota, Bdellovibrionia, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, Bdellovibrionales_bacterium,0.994537107
20f97b095ffe21672d00d49599ab3140,Bacteria, Bdellovibrionota, Bdellovibrionia, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, Bdellovibrionales_bacterium,0.993125322
42a4a0133f5f164dae6abc5329288cdb,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Berkeleya_fennica,0.870697067
0ed470d0880f238132e9329b14ef14ac,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Berkeleya_fennica,0.99842415
30e17cdbe17564b034d2f08fd3f753fe,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Berkeleya_fennica,0.996162369
374ce478d8c7007488a56b8ceb0264e8,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Bernardetiaceae, Bernardetia, Bernardetia_litoralis,1
ede5851f8372d5089cf681c63e29fa26,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Bernardetiaceae, Bernardetia, Bernardetia_litoralis,1
c38ababfbc4922f47239510b02c7d74b,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Bernardetiaceae, Bernardetia, Bernardetia_litoralis,1
ee02611b75b21d81ed94aee150fa0d76,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Bernardetiaceae, Bernardetia, Bernardetia_litoralis,1
7b51864f99fc446516abdca462ae624e,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Bernardetiaceae, Bernardetia, Bernardetia_litoralis,1
8813245dfda6a17f98c73039a7536112,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium_asteroides,0.705273662
0ab5c7b30208b5d0a9958c1c4e661fd4,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium_indicum,0.745549897
02c7cab99d6b77d72a316fdb6717892f,Bacteria, Deferribacterota, Deferribacteres, Deferribacterales, Deferribacteraceae, Denitrovibrio, bioreactor_metagenome,0.939785406
1b19ddc52f14d0b9a5430a8f2efeb1a8,Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Geodermatophilaceae, Blastococcus, Blastococcus_sp.,0.725098589
d0479f1a44bcd0ab01194ec53a55ab5b,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Botryosphaeria_dothidea,0.955463394
d740cf378b7ae8344584d382e28c6d2b,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Botryosphaeria_dothidea,0.957162103
fc21fe7f3dd3b74e196bc4d66364e4df,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Botryosphaeria_dothidea,0.984056103
2aca47ad1fff1f2effd8f59298f743b7,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Botryosphaeria_dothidea,0.914390961
5b47d18736c21d3fd184495fa81c6b9d,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Botryosphaeria_dothidea,0.968963009
